"Species"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"total_sequences"
"Syngnathus_tenuirostris"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Syngnathus"	1
"Syngnathus_typhle"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Syngnathus"	4
"Taaningichthys_minimus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Taaningichthys"	1
"Talismania_antillarum"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Talismania"	1
"Taractes_asper"	"Chordata"	"Actinopteri"	"Scombriformes"	"Bramidae"	"Taractes"	2
"Taurulus_bubalis"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Taurulus"	2
"Terapon_jarbua"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Terapon"	8
"Terapon_puta"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Terapon"	2
"Terapon_theraps"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Terapon"	4
"Tetragonurus_cuvieri"	"Chordata"	"Actinopteri"	"Scombriformes"	"Tetragonuridae"	"Tetragonurus"	2
"Tetrapturus_belone"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Tetrapturus"	4
"Tetrapturus_georgii"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Tetrapturus"	4
"Tetrapturus_pfluegeri"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Tetrapturus"	4
"Theragra_finnmarchica"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Theragra"	39
"Thorogobius_ephippiatus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Thorogobius"	1
"Thunnus_alalunga"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	46
"Thunnus_albacares"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	14
"Thunnus_obesus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	7
"Thunnus_thynnus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Thunnus"	14
"Thymallus_thymallus"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Thymallus"	24
"Tinca_tinca"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Tinca"	7
"Torpedo_marmorata"	"Chordata"	"Elasmobranchii"	"Torpediniformes"	"Torpedinidae"	"Torpedo"	2
"Torpedo_sinuspersici"	"Chordata"	"Elasmobranchii"	"Torpediniformes"	"Torpedinidae"	"Torpedo"	1
"Trachinocephalus_myops"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Synodontidae"	"Trachinocephalus"	2
"Trachinotus_ovatus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Trachinotus"	3
"Trachinus_draco"	"Chordata"	"Actinopteri"	"Perciformes"	"Trachinidae"	"Trachinus"	2
"Trachipterus_trachypterus"	"Chordata"	"Actinopteri"	"Lampriformes"	"Trachipteridae"	"Trachipterus"	2
"Trachonurus_sulcatus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Trachonurus"	1
"Trachurus_trachurus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Trachurus"	5
"Trachyrincus_murrayi"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Trachyrincus"	3
"Trichiurus_lepturus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Trichiuridae"	"Trichiurus"	4
"Tridentiger_trigonocephalus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Tridentiger"	15
"Triglops_murrayi"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Triglops"	1
"Tripterygion_delaisi"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Tripterygiidae"	"Tripterygion"	15
"Tripterygion_melanurum"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Tripterygiidae"	"Tripterygion"	35
"Tripterygion_tripteronotum"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Tripterygiidae"	"Tripterygion"	30
"Trisopterus_esmarkii"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Trisopterus"	2
"Trisopterus_luscus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Trisopterus"	2
"Trisopterus_minutus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Trisopterus"	2
"Trypauchen_vagina"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Trypauchen"	5
"Tylerius_spinosissimus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Tylerius"	3
"Tylosurus_acus"	"Chordata"	"Actinopteri"	"Beloniformes"	"Belonidae"	"Tylosurus"	3
"Tylosurus_crocodilus"	"Chordata"	"Actinopteri"	"Beloniformes"	"Belonidae"	"Tylosurus"	2
"Uraspis_secunda"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Uraspis"	2
"Urogymnus_asperrimus"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Urogymnus"	1
"Vanneaugobius_canariensis"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Vanneaugobius"	1
"Vanneaugobius_pruvoti"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Vanneaugobius"	1
"Venefica_proboscidea"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nettastomatidae"	"Venefica"	1
"Vinciguerria_nimbaria"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Phosichthyidae"	"Vinciguerria"	1
"Xenodermichthys_copei"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Xenodermichthys"	2
"Xiphias_gladius"	"Chordata"	"Actinopteri"	"Carangiformes"	"Xiphiidae"	"Xiphias"	8
"Xyrichtys_novacula"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Xyrichtys"	1
"Zameus_squamulosus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Somniosidae"	"Zameus"	1
"Zebrus_zebrus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Zebrus"	1
"Zeugopterus_punctatus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Zeugopterus"	2
"Zeus_faber"	"Chordata"	"Actinopteri"	"Zeiformes"	"Zeidae"	"Zeus"	5
"Zosterisessor_ophiocephalus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Zosterisessor"	2
