"Species"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"total_sequences"
"Diaphus_brachycephalus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	4
"Diaphus_dumerilii"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	2
"Diaphus_effulgens"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	2
"Diaphus_fragilis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_garmani"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_holti"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_lucidus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_luetkeni"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	4
"Diaphus_metopoclampus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_mollis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	5
"Diaphus_perspicillatus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_rafinesquii"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_splendidus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	4
"Diaphus_subtilis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	1
"Diaphus_termophilus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	2
"Dibranchus_atlanticus"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Ogcocephalidae"	"Dibranchus"	1
"Dicentrarchus_labrax"	"Chordata"	"Actinopteri"	"Eupercaria"	"Moronidae"	"Dicentrarchus"	6
"Dicentrarchus_punctatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Moronidae"	"Dicentrarchus"	2
"Diodon_hystrix"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Diodontidae"	"Diodon"	5
"Diogenichthys_atlanticus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diogenichthys"	3
"Diplecogaster_bimaculata"	"Chordata"	"Actinopteri"	"Gobiesociformes"	"Gobiesocidae"	"Diplecogaster"	2
"Diplodus_annularis"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Diplodus"	1
"Diplodus_puntazzo"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Diplodus"	1
"Diplodus_sargus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Diplodus"	4
"Diplodus_vulgaris"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Diplodus"	2
"Diplophos_taenia"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Gonostomatidae"	"Diplophos"	5
"Diplospinus_multistriatus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Diplospinus"	3
"Dipturus_batis"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Dipturus"	8
"Dipturus_nidarosiensis"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Dipturus"	3
"Dipturus_oxyrinchus"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Dipturus"	5
"Diretmus_argenteus"	"Chordata"	"Actinopteri"	"Trachichthyiformes"	"Diretmidae"	"Diretmus"	3
"Ditropichthys_storeri"	"Chordata"	"Actinopteri"	"Beryciformes"	"Cetomimidae"	"Ditropichthys"	1
"Dolopichthys_danae"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Oneirodidae"	"Dolopichthys"	1
"Drepane_africana"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Drepaneidae"	"Drepane"	1
"Dussumieria_acuta"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Dussumieriidae"	"Dussumieria"	3
"Dussumieria_elopsoides"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Dussumieriidae"	"Dussumieria"	2
"Dysalotus_alcocki"	"Chordata"	"Actinopteri"	"Scombriformes"	"Chiasmodontidae"	"Dysalotus"	2
"Echelus_myrus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Ophichthidae"	"Echelus"	1
"Echeneis_naucrates"	"Chordata"	"Actinopteri"	"Carangiformes"	"Echeneidae"	"Echeneis"	7
"Echiichthys_vipera"	"Chordata"	"Actinopteri"	"Perciformes"	"Trachinidae"	"Echiichthys"	5
"Elagatis_bipinnulata"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Elagatis"	6
"Elates_ransonnettii"	"Chordata"	"Actinopteri"	"Perciformes"	"Platycephalidae"	"Elates"	2
"Electrona_risso"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Electrona"	2
"Enchelycore_anatina"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Enchelycore"	3
"Enchelycore_nigricans"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Enchelycore"	1
"Enchelyopus_cimbrius"	"Chordata"	"Actinopteri"	"Gadiformes"	"Lotidae"	"Enchelyopus"	2
"Engraulis_encrasicolus"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Engraulidae"	"Engraulis"	6
"Entelurus_aequoreus"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Entelurus"	2
"Epigonus_denticulatus"	"Chordata"	"Actinopteri"	"Acropomatiformes"	"Epigonidae"	"Epigonus"	4
"Epinephelus_aeneus"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	1
"Epinephelus_coioides"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	14
"Epinephelus_malabaricus"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	3
"Epinephelus_marginatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	2
"Epinephelus_tauvina"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	2
"Esox_lucius"	"Chordata"	"Actinopteri"	"Esociformes"	"Esocidae"	"Esox"	11
"Ethmalosa_fimbriata"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Ethmalosa"	2
"Etmopterus_polli"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Etmopteridae"	"Etmopterus"	1
"Etmopterus_princeps"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Etmopteridae"	"Etmopterus"	1
"Etmopterus_pusillus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Etmopteridae"	"Etmopterus"	5
"Etmopterus_spinax"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Etmopteridae"	"Etmopterus"	4
"Etrumeus_sadina"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Dussumieriidae"	"Etrumeus"	4
"Eumicrotremus_spinosus"	"Chordata"	"Actinopteri"	"Perciformes"	"Cyclopteridae"	"Eumicrotremus"	3
"Eurypharynx_pelecanoides"	"Chordata"	"Actinopteri"	"Saccopharyngiformes"	"Eurypharyngidae"	"Eurypharynx"	3
"Eustomias_obscurus"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Eustomias"	1
"Eutaeniophorus_festivus"	"Chordata"	"Actinopteri"	"Beryciformes"	"Cetomimidae"	"Eutaeniophorus"	2
"Euthynnus_alletteratus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Euthynnus"	4
"Eutrigla_gurnardus"	"Chordata"	"Actinopteri"	"Perciformes"	"Triglidae"	"Eutrigla"	4
"Exocoetus_volitans"	"Chordata"	"Actinopteri"	"Beloniformes"	"Exocoetidae"	"Exocoetus"	3
"Facciolella_oxyrhyncha"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nettastomatidae"	"Facciolella"	2
"Favonigobius_melanobranchus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Favonigobius"	5
"Fistularia_commersonii"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Fistulariidae"	"Fistularia"	4
"Fistularia_petimba"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Fistulariidae"	"Fistularia"	7
"Flagellostomias_boureei"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Flagellostomias"	1
"Fowlerichthys_radiosus"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Antennariidae"	"Fowlerichthys"	1
"Fundulus_heteroclitus"	"Chordata"	"Actinopteri"	"Cyprinodontiformes"	"Fundulidae"	"Fundulus"	13
"Gadiculus_argenteus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Gadiculus"	4
"Gadomus_dispar"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Gadomus"	1
"Gadus_macrocephalus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Gadus"	8
"Gadus_morhua"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Gadus"	163
"Gaidropsarus_argentatus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Lotidae"	"Gaidropsarus"	3
"Gaidropsarus_ensis"	"Chordata"	"Actinopteri"	"Gadiformes"	"Lotidae"	"Gaidropsarus"	2
"Galeocerdo_cuvier"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Galeocerdo"	6
"Galeus_melastomus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Pentanchidae"	"Galeus"	3
"Gasterosteus_aculeatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Gasterosteidae"	"Gasterosteus"	17
"Gempylus_serpens"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Gempylus"	2
"Gephyroberyx_darwinii"	"Chordata"	"Actinopteri"	"Trachichthyiformes"	"Trachichthyidae"	"Gephyroberyx"	1
"Gigantactis_vanhoeffeni"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Gigantactinidae"	"Gigantactis"	3
"Gigantura_chuni"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Giganturidae"	"Gigantura"	2
"Ginglymostoma_cirratum"	"Chordata"	"Elasmobranchii"	"Orectolobiformes"	"Ginglymostomatidae"	"Ginglymostoma"	2
"Gobius_bucchichi"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobius"	1
"Gobius_cobitis"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobius"	1
"Gobius_cruentatus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobius"	1
"Gobius_incognitus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobius"	2
"Gobius_niger"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobius"	5
"Gobius_paganellus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobius"	4
"Gobiusculus_flavescens"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Gobiusculus"	3
"Gonostoma_atlanticum"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Gonostomatidae"	"Gonostoma"	3
"Gouania_willdenowi"	"Chordata"	"Actinopteri"	"Gobiesociformes"	"Gobiesocidae"	"Gouania"	1
"Grammicolepis_brachiusculus"	"Chordata"	"Actinopteri"	"Zeiformes"	"Grammicolepididae"	"Grammicolepis"	1
"Gymnammodytes_semisquamatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Ammodytidae"	"Gymnammodytes"	2
"Gymnelus_andersoni"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Gymnelus"	1
"Gymnelus_retrodorsalis"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Gymnelus"	1
"Gymnelus_viridis"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Gymnelus"	1
"Gymnocephalus_cernua"	"Chordata"	"Actinopteri"	"Perciformes"	"Percidae"	"Gymnocephalus"	5
"Gymnothorax_maderensis"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Gymnothorax"	2
"Gymnothorax_miliaris"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Gymnothorax"	3
"Gymnothorax_reticularis"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Gymnothorax"	3
"Gymnothorax_unicolor"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Gymnothorax"	3
"Gymnothorax_vicinus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Gymnothorax"	1
"Gymnura_altavela"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Gymnuridae"	"Gymnura"	2
"Halargyreus_johnsonii"	"Chordata"	"Actinopteri"	"Gadiformes"	"Moridae"	"Halargyreus"	1
"Halosauropsis_macrochir"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Halosauridae"	"Halosauropsis"	3
"Haplophryne_mollis"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Linophrynidae"	"Haplophryne"	3
"Harriotta_raleighana"	"Chordata"	"Holocephali"	"Chimaeriformes"	"Rhinochimaeridae"	"Harriotta"	2
"Hemiramphus_far"	"Chordata"	"Actinopteri"	"Beloniformes"	"Hemiramphidae"	"Hemiramphus"	2
"Heptranchias_perlo"	"Chordata"	"Elasmobranchii"	"Hexanchiformes"	"Hexanchidae"	"Heptranchias"	4
"Heterophotus_ophistoma"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Heterophotus"	2
"Heteropriacanthus_cruentatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Priacanthidae"	"Heteropriacanthus"	4
"Hexanchus_griseus"	"Chordata"	"Elasmobranchii"	"Hexanchiformes"	"Hexanchidae"	"Hexanchus"	39
"Himantolophus_albinares"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Himantolophidae"	"Himantolophus"	2
"Himantolophus_groenlandicus"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Himantolophidae"	"Himantolophus"	3
"Himantura_uarnak"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Himantura"	4
"Hippocampus_hippocampus"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Hippocampus"	6
"Hippoglossus_hippoglossus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Pleuronectidae"	"Hippoglossus"	6
"Hirundichthys_rondeletii"	"Chordata"	"Actinopteri"	"Beloniformes"	"Exocoetidae"	"Hirundichthys"	2
"Hirundichthys_speculiger"	"Chordata"	"Actinopteri"	"Beloniformes"	"Exocoetidae"	"Hirundichthys"	1
"Histiobranchus_bathybius"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Synaphobranchidae"	"Histiobranchus"	1
"Histrio_histrio"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Antennariidae"	"Histrio"	5
"Holacanthus_ciliaris"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Pomacanthidae"	"Holacanthus"	4
"Holtbyrnia_anomala"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Platytroctidae"	"Holtbyrnia"	1
"Huso_huso"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Huso"	3
"Hydrolagus_affinis"	"Chordata"	"Holocephali"	"Chimaeriformes"	"Chimaeridae"	"Hydrolagus"	2
"Hydrolagus_mirabilis"	"Chordata"	"Holocephali"	"Chimaeriformes"	"Chimaeridae"	"Hydrolagus"	1
"Hygophum_hygomii"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Hygophum"	2
"Hygophum_reinhardtii"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Hygophum"	1
"Hymenogadus_gracilis"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Hymenogadus"	1
"Hyperoplus_immaculatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Ammodytidae"	"Hyperoplus"	1
"Hypophthalmichthys_molitrix"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Hypophthalmichthys"	89
"Hyporthodus_haifensis"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Hyporthodus"	1
"Icelus_spatula"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Icelus"	2
"Idiacanthus_fasciola"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Idiacanthus"	1
"Ilisha_africana"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Pristigasteridae"	"Ilisha"	2
"Ilyophis_brunneus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Synaphobranchidae"	"Ilyophis"	4
"Iniistius_pavo"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Iniistius"	3
"Isistius_brasiliensis"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Dalatiidae"	"Isistius"	1
"Istiompax_indica"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Istiompax"	7
"Istiophorus_albicans"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Istiophorus"	2
"Istiophorus_platypterus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Istiophorus"	5
"Isurus_oxyrinchus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Lamnidae"	"Isurus"	4
"Isurus_paucus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Lamnidae"	"Isurus"	3
"Jaydia_smithi"	"Chordata"	"Actinopteri"	"Kurtiformes"	"Apogonidae"	"Jaydia"	1
"Kajikia_albida"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Kajikia"	4
"Katsuwonus_pelamis"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Katsuwonus"	5
"Kyphosus_incisor"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Kyphosidae"	"Kyphosus"	8
"Kyphosus_sectatrix"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Kyphosidae"	"Kyphosus"	11
"Labichthys_carinatus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nemichthyidae"	"Labichthys"	2
"Labrus_bergylta"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Labrus"	5
"Labrus_mixtus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Labrus"	3
"Lagocephalus_laevigatus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Lagocephalus"	3
"Lagocephalus_lagocephalus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Lagocephalus"	3
"Lagocephalus_sceleratus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Lagocephalus"	5
"Lagocephalus_spadiceus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Lagocephalus"	9
"Lagocephalus_suezensis"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Lagocephalus"	3
"Lamna_nasus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Lamnidae"	"Lamna"	4
"Lampadena_anomala"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampadena"	1
"Lampadena_atlantica"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampadena"	3
"Lampadena_luminosa"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampadena"	1
"Lampadena_speculigera"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampadena"	1
"Lampanyctus_alatus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	3
"Lampanyctus_crocodilus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	1
"Lampanyctus_intricarius"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	2
"Lampanyctus_macdonaldi"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	2
"Lampanyctus_nobilis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	1
"Lampanyctus_pusillus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	1
"Lampanyctus_tenuiformis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lampanyctus"	2
"Lampetra_fluviatilis"	"Chordata"	"Petromyzonti"	"Petromyzontiformes"	"Petromyzontidae"	"Lampetra"	2
"Lampetra_planeri"	"Chordata"	"Petromyzonti"	"Petromyzontiformes"	"Petromyzontidae"	"Lampetra"	1
"Lampris_guttatus"	"Chordata"	"Actinopteri"	"Lampriformes"	"Lampridae"	"Lampris"	6
"Lepadogaster_purpurea"	"Chordata"	"Actinopteri"	"Gobiesociformes"	"Gobiesocidae"	"Lepadogaster"	1
"Lepidion_lepidion"	"Chordata"	"Actinopteri"	"Gadiformes"	"Moridae"	"Lepidion"	2
"Lepidocybium_flavobrunneum"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Lepidocybium"	4
"Lepidophanes_gaussi"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lepidophanes"	1
"Lepidophanes_guentheri"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lepidophanes"	1
"Lepidopus_caudatus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Trichiuridae"	"Lepidopus"	2
"Lepidorhombus_whiffiagonis"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Lepidorhombus"	3
"Lepomis_gibbosus"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Centrarchidae"	"Lepomis"	7
"Leptagonus_decagonus"	"Chordata"	"Actinopteri"	"Perciformes"	"Agonidae"	"Leptagonus"	3
"Leptochilichthys_agassizii"	"Chordata"	"Actinopteri"	"Osmeriformes"	"Leptochilichthyidae"	"Leptochilichthys"	2
"Leptoclinus_maculatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Stichaeidae"	"Leptoclinus"	8
"Lestidiops_jayakari"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Paralepididae"	"Lestidiops"	1
"Lestidium_atlanticum"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Paralepididae"	"Lestidium"	2
"Lestrolepis_intermedia"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Paralepididae"	"Lestrolepis"	1
"Lesueurigobius_friesii"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Lesueurigobius"	3
"Lesueurigobius_suerii"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Lesueurigobius"	1
"Lethenteron_camtschaticum"	"Chordata"	"Petromyzonti"	"Petromyzontiformes"	"Petromyzontidae"	"Lethenteron"	5
"Leucaspius_delineatus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Leucaspius"	1
"Leuciscus_aspius"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Leuciscus"	4
"Leuciscus_leuciscus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Leuciscus"	3
"Leucoraja_fullonica"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Leucoraja"	2
"Leucoraja_naevus"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Leucoraja"	3
"Limanda_limanda"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Pleuronectidae"	"Limanda"	4
"Linophryne_brevibarbata"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Linophrynidae"	"Linophryne"	1
"Liparis_fabricii"	"Chordata"	"Actinopteri"	"Perciformes"	"Liparidae"	"Liparis"	1
"Liparis_gibbus"	"Chordata"	"Actinopteri"	"Perciformes"	"Liparidae"	"Liparis"	2
"Liparis_liparis"	"Chordata"	"Actinopteri"	"Perciformes"	"Liparidae"	"Liparis"	3
"Liparis_montagui"	"Chordata"	"Actinopteri"	"Perciformes"	"Liparidae"	"Liparis"	2
"Lipophrys_pholis"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Blenniidae"	"Lipophrys"	4
"Liza_carinata"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Liza"	2
"Lobianchia_gemellarii"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Lobianchia"	2
"Lobotes_surinamensis"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Lobotidae"	"Lobotes"	4
"Lophius_budegassa"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Lophiidae"	"Lophius"	1
"Lophius_piscatorius"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Lophiidae"	"Lophius"	6
"Lota_lota"	"Chordata"	"Actinopteri"	"Gadiformes"	"Lotidae"	"Lota"	9
"Lumpenus_fabricii"	"Chordata"	"Actinopteri"	"Perciformes"	"Stichaeidae"	"Lumpenus"	1
"Lumpenus_lampretaeformis"	"Chordata"	"Actinopteri"	"Perciformes"	"Stichaeidae"	"Lumpenus"	3
"Lutjanus_argentimaculatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Lutjanidae"	"Lutjanus"	6
"Lutjanus_fulgens"	"Chordata"	"Actinopteri"	"Eupercaria"	"Lutjanidae"	"Lutjanus"	1
"Luvarus_imperialis"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Luvaridae"	"Luvarus"	5
"Lycenchelys_kolthoffi"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycenchelys"	2
"Lycenchelys_muraena"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycenchelys"	4
"Lycenchelys_sarsii"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycenchelys"	1
"Lycodes_esmarkii"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycodes"	1
"Lycodes_gracilis"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycodes"	1
"Lycodes_polaris"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycodes"	1
"Lycodes_reticulatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycodes"	2
"Lycodes_rossi"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycodes"	1
"Lycodes_terraenovae"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Lycodes"	1
"Magnisudis_atlantica"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Paralepididae"	"Magnisudis"	2
"Makaira_nigricans"	"Chordata"	"Actinopteri"	"Carangiformes"	"Istiophoridae"	"Makaira"	4
"Malacoraja_kreffti"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Malacoraja"	1
"Malacosteus_niger"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Malacosteus"	4
"Mallotus_villosus"	"Chordata"	"Actinopteri"	"Osmeriformes"	"Osmeridae"	"Mallotus"	5
